id	gold standard passage	top_1	top_3	top_5
1084	[5691302]	5691302	5691302;23627419;8595678	5691302;23627419;8595678;37424881;32328114
1085	[5691302]	32159283	32159283;5691302;43629704	32159283;5691302;43629704;20526907;15984735
1087	[39281140]	39281140	39281140;3981244;6112053	39281140;3981244;6112053;27466734;5850219
1090	[17628888]	17628888	17628888;7915836;7645565	17628888;7915836;7645565;23577014;143251
1091	[2603304]	40365566	40365566;18237384;8144920	40365566;18237384;8144920;15425958;2603304
1096	[29638116]	4784069	4784069;3583084;4457834	4784069;3583084;4457834;14128314;4380451
1097	[26851674]	18038250	18038250;26851674;18489989	18038250;26851674;18489989;4662264;364522
1098	[13552682]	410286	410286;41928290;12922760	410286;41928290;12922760;39729277;42373087
1101	[3874000]	3874000	3874000;43661837;31311495	3874000;43661837;31311495;30884033;5633876
1102	[3874000]	3874000	3874000;43661837;30884033	3874000;43661837;30884033;31311495;5633876
1103	[3898784]	3898784	3898784;32328114;16760369	3898784;32328114;16760369;5884524;20544428
1105	[6710713]	6710713	6710713;17374970;28017005	6710713;17374970;28017005;24159217;38784540
1106	[6710713]	6710713	6710713;17374970;28017005	6710713;17374970;28017005;12789595;24159217
1109	[13770184, 8582337]	4313478	4313478;40349336;31324978	4313478;40349336;31324978;52188256;16630060
1111	[1686881]	23117378	23117378;21050357;2032877	23117378;21050357;2032877;26341063;21789744
1112	[1686881]	1686881	1686881;35521287;2496002	1686881;35521287;2496002;23117378;21050357
1114	[12824568]	12824568	12824568;27138601;16541762	12824568;27138601;16541762;11943989;27647593
1115	[44048701]	44048701	44048701;19182166;19529370	44048701;19182166;19529370;23704559;11246427
1118	[23351136]	20829129	20829129;718601;23351136	20829129;718601;23351136;10247282;3981033
1119	[5323845, 18997216, 13907928]	5323845	5323845;26710772;18997216	5323845;26710772;18997216;8596837;13907928
1120	[5323845, 18997216, 13907928]	5323845	5323845;26710772;18997216	5323845;26710772;18997216;13907928;58006489
1125	[21009874]	21009874	21009874;11481946;11156883	21009874;11481946;11156883;9056874;36480032
1126	[21009874]	21009874	21009874;11481946;9056874	21009874;11481946;9056874;36480032;1032372
1127	[27466734]	28149602	28149602;12670680;28015516	28149602;12670680;28015516;27466734;1049501
1128	[33499189, 9283422]	6936141	6936141;15972906;41982985	6936141;15972906;41982985;4422734;4389252
1133	[24142891]	24142891	24142891;19756935;10086360	24142891;19756935;10086360;27588420;13779605
1134	[33370]	33370	33370;22901758;18600579	33370;22901758;18600579;13235609;37686718
1135	[33370]	33370	33370;18600579;22901758	33370;18600579;22901758;470625;37686718
1136	[33370]	33370	33370;22901758;18600579	33370;22901758;18600579;13235609;37686718
1138	[6796297]	3531388	3531388;24356383;10795340	3531388;24356383;10795340;11716783;38899659
1139	[12009265]	12009265	12009265;24581365;8512633	12009265;24581365;8512633;25915873;25513319
1141	[12009265]	12009265	12009265;30720103;39174007	12009265;30720103;39174007;38551172;10699587
1142	[5260382]	5260382	5260382;9194077;15347087	5260382;9194077;15347087;7221410;10207180
1145	[10071552]	10071552	10071552;9822397;33960383	10071552;9822397;33960383;12224536;27449472
1148	[4828631]	4828631	4828631;18340282;21547032	4828631;18340282;21547032;19205326;5222182
1153	[7370282]	7370282	7370282;5700349;8563659	7370282;5700349;8563659;2603304;3825472
1156	[12584053]	7098463	7098463;40949706;35495268	7098463;40949706;35495268;24917562;22922353
1157	[12584053]	40127292	40127292;44265107;13083189	40127292;44265107;13083189;2344892;31612088
1158	[12584053]	2787558	2787558;1456068;12584053	2787558;1456068;12584053;36033696;11360768
1159	[12584053]	43220289	43220289;40949706;7098463	43220289;40949706;7098463;6841927;38752049
1161	[13048272]	11902109	11902109;23269537;4417177	11902109;23269537;4417177;4366738;38919140
1162	[15305881]	15305881	15305881;29877890;38300781	15305881;29877890;38300781;11844826;26993601
1164	[4455466]	28614776	28614776;9791313;23269537	28614776;9791313;23269537;12887068;7426741
1165	[4455466]	28614776	28614776;9791313;23269537	28614776;9791313;23269537;12887068;7426741
1166	[9889151]	9889151	9889151;8411251;9451052	9889151;8411251;9451052;406733;20781656
1168	[8563659]	40584205	40584205;8563659;12966719	40584205;8563659;12966719;5735492;18574146
1169	[4319174]	4319174	4319174;14865329;29381091	4319174;14865329;29381091;52865789;4854076
1170	[18956141]	18956141	18956141;4447785;83308790	18956141;4447785;83308790;22210434;23078022
1171	[18956141]	18956141	18956141;7735859;83308790	18956141;7735859;83308790;22210434;4447785
1173	[7370282]	7370282	7370282;8563659;2603304	7370282;8563659;2603304;12885341;6767271
1174	[31272411]	15419873	15419873;38899659;10627801	15419873;38899659;10627801;16058322;22191759
1176	[13910150]	13910150	13910150;13955536;4423327	13910150;13955536;4423327;1649738;5448119
1177	[13910150]	13910150	13910150;4423327;22428640	13910150;4423327;22428640;13955536;1649738
1178	[31272411]	6144337	6144337;10627801;16058322	6144337;10627801;16058322;23342686;22191759
1181	[301838, 2734421, 39128592, 3952288]	3952288	3952288;39128592;301838	3952288;39128592;301838;2734421;32906513
1182	[14541844]	8909176	8909176;13613916;14541844	8909176;13613916;14541844;32712381;1631583
1183	[1967017]	1967017	1967017;36242796;22505190	1967017;36242796;22505190;27408104;9769310
1184	[16737210]	16737210	16737210;21859699;41774099	16737210;21859699;41774099;21203899;7034001
1186	[7485455]	30844602	30844602;51972698;45218443	30844602;51972698;45218443;7485455;2338488
1188	[4394817]	41710132	41710132;7688110;4394817	41710132;7688110;4394817;9641846;28697248
1190	[30655442]	86704258	86704258;275294;32421068	86704258;275294;32421068;14482051;36355784
1193	[20532591]	39187170	39187170;79447;19205437	39187170;79447;19205437;41790911;5687200
1195	[26283293]	23938319	23938319;26283293;5473074	23938319;26283293;5473074;12149169;22191759
1205	[5558754]	5558754	5558754;23983289;654735	5558754;23983289;654735;54440;8963413
1206	[18909530]	18909530	18909530;46277811;40090058	18909530;46277811;40090058;13123189;27061085
1208	[10284593]	2291922	2291922;15425958;1933281	2291922;15425958;1933281;2389574;24998637
1209	[4347374]	4347374	4347374;544971;2638387	4347374;544971;2638387;14376683;4231060
1210	[4928282]	4928282	4928282;32665136;35764259	4928282;32665136;35764259;13636631;9159125
1211	[4928282]	4928282	4928282;20460020;35764259	4928282;20460020;35764259;13636631;9159125
1212	[6493422, 44724517]	17934603	17934603;23901235;36444198	17934603;23901235;36444198;21498497;22890091
1214	[6493422, 14407673]	17934603	17934603;36444198;4418878	17934603;36444198;4418878;2192419;13905670
1215	[16355392]	27545868	27545868;4423401;5106691	27545868;4423401;5106691;16355392;21369472
1218	[15635366]	3829232	3829232;2423940;6268106	3829232;2423940;6268106;14581009;29467201
1219	[9393969, 14864285]	29429111	29429111;17055665;9393969	29429111;17055665;9393969;4418070;1576955
1220	[13023410]	13023410	13023410;1941721;35543846	13023410;1941721;35543846;4391121;5765455
1223	[5289038]	5289038	5289038;26474812;6144337	5289038;26474812;6144337;24157077;3001685
1224	[21932050, 34016987]	26873988	26873988;21932050;30933307	26873988;21932050;30933307;25141908;5372773
1227	[25641414]	25641414	25641414;7662395;881332	25641414;7662395;881332;13097856;9976969
1228	[25641414]	25641414	25641414;7662395;13097856	25641414;7662395;13097856;881332;30786800
1229	[1676568]	1676568	1676568;20943272;22505710	1676568;20943272;22505710;3093512;343052
1230	[13905670]	13905670	13905670;6144969;28937856	13905670;6144969;28937856;12443371;343052
1231	[13905670]	13905670	13905670;1265945;24906548	13905670;1265945;24906548;5922085;6957332
1234	[13905670]	13905670	13905670;28937856;12443371	13905670;28937856;12443371;37762357;26068103
1235	[17973161]	14865329	14865329;29381091;4319174	14865329;29381091;4319174;1568684;4854076
1236	[17973161]	14865329	14865329;29381091;4319174	14865329;29381091;4319174;1568684;4854076
1237	[3654468]	3654468	3654468;38630735;11939159	3654468;38630735;11939159;27665523;8780599
1238	[3654468]	3654468	3654468;37628989;11254040	3654468;37628989;11254040;15968271;5551138
1239	[21387297, 4427392]	6148876	6148876;4020950;39164524	6148876;4020950;39164524;2828460;26501027
1244	[18949516]	36178047	36178047;16267205;18949516	36178047;16267205;18949516;5145974;4457834
1246	[7662395]	70455704	70455704;108886332;27099731	70455704;108886332;27099731;25612629;25690564
1247	[5114282]	36606083	36606083;37592824;406733	36606083;37592824;406733;34105878;21853444
1248	[7209559]	7209559	7209559;44572913;18537148	7209559;44572913;18537148;19878070;11716783
1249	[7209559]	7209559	7209559;19878070;3613041	7209559;19878070;3613041;11246427;44048701
1253	[3321943]	12827098	12827098;7521113;7230315	12827098;7521113;7230315;24466904;2192419
1254	[16939583]	39465575	39465575;3495456;9420732	39465575;3495456;9420732;23036207;6148876
1255	[16939583]	3495456	3495456;23036207;12240507	3495456;23036207;12240507;16284655;39851630
1257	[581832]	25451374	25451374;14319754;24273592	25451374;14319754;24273592;14682243;12428497
1258	[12040627]	12040627	12040627;14191255;5389523	12040627;14191255;5389523;4407318;36547290
1260	[24341590]	13069283	13069283;24341590;20454006	13069283;24341590;20454006;12438901;17163294
1261	[13023410]	13023410	13023410;1941721;35543846	13023410;1941721;35543846;5765455;4391121
1263	[3981729]	46816158	46816158;3981729;19099739	46816158;3981729;19099739;3893473;19851614
1265	[37480103]	37480103	37480103;13765757;25973484	37480103;13765757;25973484;13831842;16701509
1268	[52072815]	52072815	52072815;46437558;11742219	52072815;46437558;11742219;71625969;5939172
1269	[13900610]	13900610	13900610;14843502;20491205	13900610;14843502;20491205;34227917;43855756
1275	[27731651]	4406819	4406819;7481159;27731651	4406819;7481159;27731651;22632303;7145763
1276	[3475317]	3475317	3475317;34615397;24707550	3475317;34615397;24707550;16066726;21258863
1284	[3578380]	3578380	3578380;34481589;8069939	3578380;34481589;8069939;3935126;2492146
1288	[4687948]	4687948	4687948;16812091;19529370	4687948;16812091;19529370;3613041;9555784
1289	[21239672]	21239672	21239672;16511863;27550580	21239672;16511863;27550580;28264919;15925931
1291	[56893404]	56893404	56893404;17656445;4886637	56893404;17656445;4886637;41264017;1974176
1293	[43329366]	43329366	43329366;380526;17625068	43329366;380526;17625068;14827874;24323369
1294	[2078658, 30507607]	4896726	4896726;23208167;11011905	4896726;23208167;11011905;9732010;18998807
1295	[21239672]	21239672	21239672;16511863;27550580	21239672;16511863;27550580;28264919;15925931
1297	[9167230]	9167230	9167230;20999249;1606628	9167230;20999249;1606628;8298120;17911973
1300	[6421792]	1373287	1373287;38401028;19497526	1373287;38401028;19497526;4391121;17194716
1302	[12631697]	37673301	37673301;106301;4932668	37673301;106301;4932668;9122283;3619372
1304	[12631697]	37673301	37673301;106301;4932668	37673301;106301;4932668;3619372;4460880
1305	[12631697]	37438296	37438296;18747744;37673301	37438296;18747744;37673301;4627816;43566999
1306	[6000423, 5836]	17023584	17023584;21498497;51952430	17023584;21498497;51952430;23273454;46135768
1307	[18231807]	37549932	37549932;4387484;1574014	37549932;4387484;1574014;25842866;18231807
1308	[18231807]	25842866	25842866;37549932;16790253	25842866;37549932;16790253;18231807;3140772
1309	[18231807]	37549932	37549932;13639330;1574014	37549932;13639330;1574014;25842866;10555591
1310	[8042158]	16461149	16461149;12956194;11288846	16461149;12956194;11288846;27138601;1871230
1311	[13763195]	26378103	26378103;45143088;18924534	26378103;45143088;18924534;13763195;935538
1312	[24177706]	24177706	24177706;49208216;26751583	24177706;49208216;26751583;45401535;10443642
1314	[13072112, 16237005]	14408200	14408200;35861290;516867	14408200;35861290;516867;21644993;9704467
1315	[13072112, 16237005]	35861290	35861290;516867;21644993	35861290;516867;21644993;9704467;12922760
1322	[16284655]	16284655	16284655;14192687;803312	16284655;14192687;803312;3952288;21232018
1323	[19912367]	19912367	19912367;20418809;4326318	19912367;20418809;4326318;4653837;6334188
1324	[19912367]	19912367	19912367;4326318;20418809	19912367;4326318;20418809;6334188;15955172
1325	[40476126]	23260700	23260700;10207180;9197092	23260700;10207180;9197092;30041895;40476126
1327	[24241932, 22194407]	24241932	24241932;7111021;22414304	24241932;7111021;22414304;20610390;31363207
1328	[3475317]	3475317	3475317;34615397;24707550	3475317;34615397;24707550;2947124;9977329
1330	[14075252]	21382907	21382907;8702697;41877386	21382907;8702697;41877386;18275697;120626
1331	[14075252]	8702697	8702697;17844478;18275697	8702697;17844478;18275697;120626;29509926
1333	[1649738]	1649738	1649738;6559701;15081770	1649738;6559701;15081770;30226988;1153655
1334	[13923140, 13940200, 11899391]	266641	266641;11899391;25571386	266641;11899391;25571386;9822397;8842332
1340	[15482274]	15482274	15482274;84580585;52874170	15482274;84580585;52874170;13497630;6847208
1341	[15482274]	15482274	15482274;52874170;4325398	15482274;52874170;4325398;13497630;21297708
1342	[8148122]	4037034	4037034;7137057;18037805	4037034;7137057;18037805;5273056;13790144
1345	[9559146]	28249680	28249680;46617075;42489926	28249680;46617075;42489926;37204802;12762485
1346	[9505402]	9505402	9505402;9929089;26973393	9505402;9929089;26973393;18682109;34066665
1347	[19005293]	19005293	19005293;10648422;8300657	19005293;10648422;8300657;219475;26068103
1348	[19005293]	19005293	19005293;10648422;8300657	19005293;10648422;8300657;3835423;26068103
1349	[5377642]	5377642	5377642;5752492;1454773	5377642;5752492;1454773;9178310;3870062
1350	[5377642]	5377642	5377642;3870062;17844478	5377642;3870062;17844478;10648422;9178310
1351	[28369117]	28369117	28369117;21598000;35231675	28369117;21598000;35231675;36111909;7925817
1353	[18816720]	2097256	2097256;18816720;17454301	2097256;18816720;17454301;25069745;27527854
1355	[5256564]	5256564	5256564;24185667;28937856	5256564;24185667;28937856;9588931;2030623
1356	[13764090]	13764090	13764090;12966719;24190159	13764090;12966719;24190159;708425;11415809
1360	[11614737]	11614737	11614737;5114940;24019260	11614737;5114940;24019260;5551138;1759213
1361	[15488881, 15058155]	38587347	38587347;15488881;15058155	38587347;15488881;15058155;28644298;3580005
1364	[8290953]	1122279	1122279;8290953;23513718	1122279;8290953;23513718;79447;25175997
1366	[4406819]	4406819	4406819;27731651;34735369	4406819;27731651;34735369;38675228;16736883
1367	[2425364]	2425364	2425364;17450673;23267371	2425364;17450673;23267371;21380348;13312471
1371	[16256507]	16256507	16256507;23267371;8856690	16256507;23267371;8856690;13312471;9555784
1372	[21003930]	21003930	21003930;53779698;2248870	21003930;53779698;2248870;28738741;42387637
1373	[21003930]	21003930	21003930;53779698;2248870	21003930;53779698;2248870;28738741;42387637
1374	[21993510]	21623140	21623140;23245050;21993510	21623140;23245050;21993510;36558211;16322674
1375	[21993510]	21623140	21623140;21993510;2659805	21623140;21993510;2659805;16322674;23245050
1376	[3944632]	19408393	19408393;23639838;22509015	19408393;23639838;22509015;31616203;9629682
1378	[2488880]	2488880	2488880;20526907;29253460	2488880;20526907;29253460;33835579;15984735
1380	[16322674, 23557241, 17450673]	37480103	37480103;5487448;17450673	37480103;5487448;17450673;16322674;38784540
1381	[13481880]	13481880	13481880;42782688;20310709	13481880;42782688;20310709;1022115;1265945
1383	[17755060]	3831884	3831884;4138659;9483851	3831884;4138659;9483851;1344498;5256564
1386	[306006]	306006	306006;9283422;12265561	306006;9283422;12265561;994800;40383969
1387	[9669099]	15521377	15521377;25419778;6896063	15521377;25419778;6896063;9669099;9559146
1390	[2890952]	2890952	2890952;34498325;13552682	2890952;34498325;13552682;30261663;16242975
1391	[6766459]	6766459	6766459;22800314;129199129	6766459;22800314;129199129;34121231;4319174
1392	[6766459]	6766459	6766459;86602746;2619579	6766459;86602746;2619579;5253987;8006440
1393	[2000038, 12440953]	5253987	5253987;6913227;16086778	5253987;6913227;16086778;4740447;12440953
1394	[2251426]	12582729	12582729;32556431;2452989	12582729;32556431;2452989;15590539;12652963
1397	[17717391]	36831892	36831892;22309946;7506409	36831892;22309946;7506409;7711685;19343151
1398	[17717391]	19343151	19343151;18218379;7506409	19343151;18218379;7506409;928281;23746313
1400	[14706752]	368506	368506;14706752;3847200	368506;14706752;3847200;207972;25251625
1401	[5185871]	5185871	5185871;3878434;26314743	5185871;3878434;26314743;34208005;20746604
1402	[8126244]	29877890	29877890;37164306;13907427	29877890;37164306;13907427;20781656;30184745
1403	[33370, 38355793]	38355793	38355793;33370;3419802	38355793;33370;3419802;33638477;19644821
1404	[33370, 38355793]	38355793	38355793;33370;3419802	38355793;33370;3419802;22180793;33638477
1405	[10504681]	10504681	10504681;20402596;19950357	10504681;20402596;19950357;38675228;4350400
1406	[2617858]	2617858	2617858;1744752;3441524	2617858;1744752;3441524;14362678;10577574
1407	[8087082, 29863668]	7549811	7549811;35231675;24555417	7549811;35231675;24555417;29863668;21598000
